title,subjects,keywords,cited_by
"Two Factors That Set the Difference between ""El Novela"" by Mercedes Pinto and ""El"" a Film by Luis Bunuel",Unknown,None,0
MEDIATING EFFECT OF INTRINSIC MOTIVATION BETWEEN CROSS-CULTURAL ADAPTATION AND INTERNATIONAL STUDENTS’ ACADEMIC ADAPTATION IN CHINA,Unknown,None,0
Synthesis and Characterization of Precipitated Silica from Coal Fly Ash,Unknown,None,0
"COVID-19, uncertainty and acceleration of innovation",Unknown,None,0
Structural Racism as an Upstream Social Determinant of Diabetes Outcomes: A Scoping Review,Unknown,None,26
High-power electric vehicle charging: Low-carbon grid integration pathways with stationary lithium-ion battery systems and renewable generation,Unknown,None,22
Associations between changes in behavioral difficulties and levels of problematic smartphone use in adolescents over a 1-year period,Unknown,None,10
The mediating effect of social support on reproductive stress and reproductive quality of life in men with abnormal semen quality,Unknown,None,0
ROBERT YOUNG AND THE PHILANTHROPIC SCIENCE OF SOCIAL HAPPINESS (c.1788–1801),Unknown,None,1
Spatial Monitoring of Soil Health Using Remote Sensing of Distinct Land Cover in the Central Himalayan Region Using GEE Platform,Unknown,None,0
Environmental Fiscal Reform and the Challenge of the Oil Palm. Towards Sustainable Production,Unknown,None,0
INSTITUTIONALIZATION OF MODERN BOURGEOIS MUSIC CULTURE IN 19TH-CENTURY CIVIL CROATIA,Unknown,None,0
CIFRA NOVA INDIAE ORIENTALIS: NEW CRYPTOGRAPHIC SYSTEMS AND SECRETS IN THE CORRESPONDENCE WITH THE EAST ASIA (XVI-XVII),Unknown,None,0
Effect of bioagents and cover crops on soil attributes and common bean plant development,Unknown,None,0
Price and reimbursement of medicines when new indications are approved: the results of a survey on ISPOR Italy Rome Chapter members,Unknown,None,0
"Re-designing public–private partnerships: Case study – Green Hydrogen Hub, Denmark",Unknown,None,0
Experimental Utopia: Edward Abramowski’s “Applied Social Science”,Unknown,None,0
Lady Justice’s Crooked Teeth: Sustainable Judicial Empathy Through (Inter-)Personal Rela(xa)tion(s),Unknown,None,0
Socio-economic and Gender Aspects of Youth Risk Behaviours in Croatia,Unknown,None,0
Sociodemographic and Service Utilization Factors as Determinants of Severe Neonatal Jaundice: A Case–Control Study,Unknown,None,0
"Orthograde retreatment: decision making in the choice of different techniques of root canal shaping and filling, according to radicular anatomy and therapeutical objectives. Clinical case",Unknown,None,0
Waste yourselves! Understanding the non-necessity of top-level sport in its socially necessary function as a model,Unknown,None,1
REIMAGINING THE LAWYER'S DUTY TO UPHOLD THE RULE OF LAW,Unknown,None,0
"Long-term study of territorial inequalities at settlement level in the territory of the historical Hungary and its successor sta-tes, 1330-2010 (II)",Unknown,None,1
Residency is a fundamental stage of professional training of an otorhinolaryngologist,Unknown,None,0
"Impacts of trophy collection and commercial fisheries on sawfishes in Queensland, Australia",Unknown,None,4
Determination of optimal stent length: a survey of urologic surgeons,Unknown,None,1
Factors associated with the use of public eHealth services in Poland– a 2022 nationwide cross-sectional survey,Unknown,None,5
Introduction to Ami and IoT,Unknown,None,0
Legal Dilemmas when Victims of Sexual Assault are Voluntarily Intoxicated,Unknown,None,1
Pathways to improve health information systems in Ethiopia: current maturity status and implications,Unknown,None,10
Sense of country: General and specific factors covary with social identification and predict emigration plans,Unknown,None,0
"Survivors, victims and soldiers as figures of nationalism: Representations of women in the War of Resistance against Japan museums in mainland China",Unknown,None,2
From individual pride to civic sympathy: Emotions for a virtuous coexistence in David Hume’s thought,Unknown,None,0
The Social State in Hegel’s Philosophy of Right,Unknown,None,0
Aboriginal Population and Climate Change in Australia: Implications for Health and Adaptation Planning,Unknown,None,18
Negotiating ideologies and the moral order in child protection social work,Unknown,None,0
From technocentrism to humanism: Progress and prospects of smart city research,Unknown,None,8
Search for New Types of Scientific Rationality in an Anthropological Crisis: a Relativistic Approach,Unknown,None,0
"The Association between Sociodemographic Characteristics, Creativity and Occupational Stress among Nurses Working in Ilam Hospitals, Iran (2019)",Unknown,None,0
"Dissecting Meaning, Scope, and Roles of Social Justice and Social Action",Unknown,None,0
PANDA as a Startup-Orientated Cooperative Innovation Strategy for the Chemical and Pharmaceutical Industry,Unknown,None,3
Pedagogical stylistics in the service of democracy,Unknown,None,0
"Deciphering the deformation mechanism in Quaternary deposits along the Idrija Fault in the formerly glaciated Soča Valley, southeast European Alps",Unknown,None,8
REBELLION IN THE ARCHITECTURAL WORLD THE RESTORATION OF THE GRAFELIJKE ZALEN AND THE TUG-OF-WAR OVER HERITAGE PRESERVATION,Unknown,None,0
Digital Transformation of the Quadruple Helix: Technological Management Interrelations for Sustainable Innovation,Unknown,None,2
Poetic voices: Women’s experience of miscarriage,Unknown,None,0
Developing a Pedagogy of Teacher Education for Teaching for Diversity: Exploring Teacher Educators’ Epistemic Cognition for Epistemic Agency,Unknown,None,1
Teacher Educators Preparing Assessment Capable Pre-service Teachers in Australia and New Zealand-Agents and Authors Within Assessment Policy Palimpsests,Unknown,None,0
Specifics of Personal Vocational Outlook of Senior Adolescents and Youth with Sociopathy,Unknown,None,2
ΣΤΑΣΙΣ IN SOLON: A SOCIO-HISTORICAL ANALYSIS OF FR. 4 WEST (3 GENTILI – PRATO),Unknown,None,0
Othering the ‘bag-lady’: Examining stereotypes of vulnerable and homeless women in popular culture,Unknown,None,0
SOCIONYM “YUPPIE” IN MASS MEDIA: SOCIOCULTURAL AND LINGUISTIC TRANSFORMATIONS,Unknown,None,0
A Semi-Quantitative Method of Safety Resilience Assessment for Airport Operation System based on FRAM Model,Unknown,None,2
A Different Way of Thinking About Refugees: Relocation and Settlement of Expatriate Syrian Business People,Unknown,None,1
Weave another Basket of Knowledge? A remote collaborative research on the covid-19 pandemic,Unknown,None,1
Soviet Power Plus Rationalization of the Whole Country: Creating the Kingdom of Reason,Unknown,None,0
DEMOCRACY AND THE RIGHTS OF NON-MAJORITY COMMUNITIES AT THE LOCAL LEVEL IN KOSOVO,Unknown,None,4
Linguistic and communication exclusion in COVID-19 awareness campaigns in Malawi,Unknown,None,1
There is so little foreign accent that I am guessing Estonian – The National Certificates Finnish raters’ perceptions of L1 Finland-Swedish speakers’ oral Finnish,Unknown,None,0
Similarities between Disaster Food and Space Food,Unknown,None,0
Settlement in the Posočje/Sveta Lucija group - new sites and insights,Unknown,None,3
The Sveta Lucija Hallstatt cultural group. An introduction and brief outline,Unknown,None,5
SOCI: A Toolkit for Secure Outsourced Computation on Integers,Unknown,None,23
Multimodal Media Tools of Popular Geopolitics: Russian Politics in Foreign Media Cartoons,Unknown,None,0
A comparison among systems of political police in pre-unification Italy,Unknown,None,1
MAPPING MEW MATERIALITY: NAVIGATIONAL DISPOSITIONS AND WORLDVIEW,Unknown,None,1
THE DIGITAL SOCIETY AND DISCOURSES OF POSTHUMANISM,Unknown,None,1
THE “ABUSER — VICTIM” FRAME AS A CONSEQUENCE OF THE REJECTION OF LOVE: THE CASE OF HANNAH ARENDT,Unknown,None,0
“DUMA KOZACKA O WOJNIE Z KOZAKAMI” (“COSSACK ELEGY ON A WAR WITH THE COSSACKS”)—A FORGOTTEN RELIC OF RUTHENIAN-POLISH POETRY,Unknown,None,1
Autobiographical and Epistolary Heritage of the Merchants of the Regions of Russia: The Latest Research Areas and Perspectives of Study,Unknown,None,0
People-Centered Entrepreneurshi p: The Impact of Empathy and Soci al Entrepreneurial Self-efficacy for Social Entrepreneurial Intention,Unknown,None,9
In Vitro Comparison of the Accuracy of Conventional Impression and Four Intraoral Scanners in Four Different Implant Impression Scenarios,Unknown,None,9
Inclusive education as a tool for implementing the sustainable development goals on the basis of humanization of society,Unknown,None,4
Impact of the covid-19 pandemic and work-related stress in umbrian healthcare workers during phase 1 in Italy,Unknown,None,2
Serbian Liberals and the Croatian Spring: Croatian-Serbian Relations and New Concepts of Yugoslavia in the Late 1960s and Early 1970s,Unknown,None,2
3d printing optimization for environmental sustainability: Experimenting with materials of protective face shield frames,Unknown,None,11
Fear factor in seeking dental care among saudis during COVID-19 pandemic,Unknown,None,15
Core outcome set use in poststroke aphasia treatment research: Examining barriers and facilitators to implementation using the theoretical domains framework,Unknown,None,9
A fundamental vulnerability: Contributions from population studies,Unknown,None,0
The risks of global heating to energy systems and energy security,Unknown,None,1
"Understanding sustainability reporting in non-governmental organisations: A systematic review of reporting practices, drivers, barriers and paths for future research",Unknown,None,16
