File,Subjects,Keywords,Cited-by-count
202100180.json,MATE;CHEM,Hyaluronic acid;Poly(N-isopropylacrylamide);Asiatic acid;Stability study;Thermoresponsive nanogel;Cytotoxicity study;In vivo animal study,4
202103606.json,MEDI,discrete choice experiment;Thailand;colorectal cancer screening;Preferences;willingness-to-pay,7
202100929.json,AGRI;ENER;ENVI,Parametric study;Catalytic cracking;HZSM-5;Catalyst deactivation;Fusel oil;Light olefins,2
202102914.json,MEDI,aortic valve stenosis;heart valve prosthesis implantation;transcatheter aortic valve replacement,7
202103256.json,VETE,conjunctivitis;Cat;feline chlamydophilosis;co-infection;Chlamydophila felis,2
202101791.json,NURS;HEAL;MEDI,Acuros XB (AXB);Treatment planning;Inhomogeneity;Anisotropic analytical algorithm (AAA);Air cavity,1
202100883.json,PHAR;CHEM,Cocrystal screening;Cocrystal;Solubilized formulation;Oxyresveratrol;Cage-like structure,1
202101284.json,MATE,,14
202103743.json,CENG,self-assembly;core-shell structure;water;physical stability;Hydrophobic mesoporous silica,0
202102851.json,AGRI,Flavobacterium columnare;On-site detection;LFD;RPA,11
202103313.json,AGRI,Synonym;Endemic;Systematics;Indochina;Tenasserim,0
202100495.json,NEUR;MEDI,Plasma exchange;Steroid;Optic neuritis;NMOSD;Neuromyelitis optica;Meta-analysis,17
202102152.json,ENGI,random forest;image-based 3D modeling;convolutional neural network;3D mosaic and crack mapping;crack detection;support vector machine,9
202102502.json,ENGI;ENVI,Response surface methodology;Adsorption mechanism;Tannic acid;Norfloxacin;Graphene oxide,2
202101007.json,PSYC,financial performance;Corporate Governance;banking;CEO attributes;CEO,3
202103190.json,ENGI;MATH,Class imbalanced;Minority condensation entropy;Random forest;Classification,1
202101457.json,BIOC,Kidney transplantation;Allograft function;eGFR;Cytokines;ELISPOT;Acute rejection,7
202101904.json,MEDI,hematoma;cardiac implantable electronic device;cardiac implantable electronic device infection,6
202100616.json,ENER,Supply chain;Energy balance;Thailand;TIEB;Natural gas,0
202102781.json,CENG;BIOC;CHEM,MM-GBSA;Vacuolar protein sorting 34;Principal component analysis;Molecular dynamics simulation;Free energy landscape,5
202100246.json,MEDI,Sirolimus;Registry;All-comer;Ultrathin-strut,1
202101841.json,PHYS;ENGI,,36
202100753.json,BUSI;ARTS;ECON;SOCI,Innovative Performance;Dynamic Capabilities;Human Resource Competencies;Information Technology Capabilities,2
202102294.json,ENGI;HEAL;COMP;BIOC,UWB radar;deep learning;contactless sensing;sleep posture;Sleep monitoring,36
202100303.json,MEDI,,9
202101142.json,MEDI,,3
202103485.json,MULT,Lowland indica rice;Phosphorus availability;Sangyod Muang Phatthalung rice;Arbuscular mycorrhizal fungi;Flooded condition,11
202101512.json,NEUR;MEDI,Acoustic features;Parkinson's disease;Sustained vowel phonation;Frequency perturbation;Motor symptoms,7
202103738.json,MEDI,,41
202101705.json,DENT;MEDI,"orthognathic Surgery;obstructive sleep apnea;cone-beam computed tomography;three-imensional Image, airway",2
202100817.json,MULT,Parkinson's Disease;Sh Sy5y;Protein Glutathionylation;Peroxidase Activity;Thioltransferase Activity;Vgf;Neuroprotection;Vimentin;Ashwagandha;Peroxiredoxin;6 Hydroxydopamine,5
202103692.json,MEDI,Community-acquired pneumonia;Antimicrobial stewardship;Acute lower respiratory infections;Paediatrics;Antibiotics,4
202102980.json,ENGI,management plans;strength;Flood risk;resilience;local government,0
202103368.json,NURS,Rural community;Quality of life;Family role;Older adult,7
202101355.json,MULT,,11
202100114.json,MULT,Antimicrobial activity;Nocardia;Antimicrobial susceptibility;Sichang Island;Actinobacteria,2
202102129.json,MATE,Polylactic acid;Coir pulp;Carbon nanoparticles;Hydrophobicity;Compatibility,1
202102083.json,COMP;CENG;BIOC;CHEM,Endotoxin;Uremia mice;(1→3)-β-D-glucan;Candida;Bilateral nephrectomy,20
202100544.json,AGRI;ENVI,fluvial flood deposit;OSL dating;barrier island;Vietnam;storm deposit,2
202102579.json,BIOC,Mesenchymal differentiation;Neural differentiation;Pluripotent stem cells;Oocyte;Ovarian follicular fluid-derived stem cells;In vitro fertilization;Ovary,3
202100051.json,PHYS;MATE;CHEM,Extraction;Determination;Molecularly imprinted polymer;Water-soluble vitamins;Sensor,4
202102596.json,PSYC;MEDI,Oxidative stress;Biomarkers;Inflammation;Nomothetic network psychiatry;Neuro-immune;Major depression,1
202100401.json,BIOC;IMMU;MEDI,Clinical;HIV;Pathophysiology;Outcome;Co-infection;COVID-19,41
202101640.json,EART,Fly ash;Road materials;Sediment;Cement;Soil stabilisation,25
202100952.json,AGRI;BIOC,retinopathy;eye diseases;dogs;junctophilin;retinitis pigmentosa;retinal diseases;retinal degeneration,1
202103387.json,NEUR;PHAR,Oxidative stress;Fatigue;Depression;Biomarkers;Neuroimmune;Antioxidants;Inflammation,4
202101210.json,MEDI,RBD;PD;RWA;REM sleep behavior disorder;REM sleep without atonia,12
202103807.json,AGRI;BIOC;CHEM,Usnic acid;cytotoxicity;aldol condensation;benzylidene derivative,7
202102715.json,MEDI,"Vimentin, brain metastasis (BM);Epidermal growth factor receptor (EGFR) mutation;Non-small cell lung cancer (NSCLC);Epithelial mesenchymal transition (EMT)",3
202100728.json,MEDI;ENVI;CHEM,Organic pollutants;Wastewater treatment;Ternary nanocomposite;Bismuth oxyhalides;Photocatalysis,67
202102345.json,ENGI;CENG,Coefficient of restitution;Parameter-dependent coefficient of restitution;Discrete element method;Collision;Drop test,3
202100378.json,NEUR;MEDI,,12
202101990.json,IMMU;MEDI,viral infection;ILCs;innate lymphoid cells;innate immunity;immune response to dengue;Dengue;RNA-seq;transcriptome,4
202100682.json,AGRI;BIOC,cyanobacteria;gene expression;oxidative stress,9
202101139.json,MEDI;IMMU;PHAR,Dendritic cells;HIV-1;Complement;P80 natural essence,1
202103104.json,COMP;ENGI;MEDI,,0
202101569.json,PHYS;MATH,Large detector systems for particle and astroparticle physics;Trigger detectors;Muon spectrometers,9
202103554.json,ENGI;COMP;MATE,tripartite network;drug repositioning;meta-path;gene ontology profile;Drug-disease association;ensemble learning,10
202101093.json,MEDI,,0
202101586.json,AGRI,Population structure;Chattonella subsalsa;Fisheries damage;Mucocyst;Chattonella;Distribution;Southeast Asia;East Asia;Chattonella marina,16
202103041.json,PHYS;ENGI;COMP,Dynamic Threshold;96-Well plate;ELISpot;Optical Inspection,1
202103411.json,ENGI;COMP;MATE,recurrent neural networks;recommender systems;machine learning;Context awareness,5
202100397.json,MULT,,2
202102650.json,AGRI,AHPND;Vibrio parahaemolyticus;Antibacterial susceptibility;Polyphenols;Penaeus vannamei,17
202102200.json,DECI;ENGI;MATH;SOCI,code generation;low-code development platform;odoo;automation,2
202100513.json,BIOC;ENVI;CHEM,Hybridization chain reaction;Paper-based analytical device;G-quadruplex;Molecular screening test;Peptide nucleic acid;Prostate cancer,8
202100143.json,MULT,Thailand;Viral Marketing;Branding;Social Media,2
202102484.json,PHAR;MEDI,Medico-legal information;Forensic anthropometry;Prediction height;Foot size;Measurement height;Foot print;Stature,1
202101302.json,SOCI;CHEM,Gas Chromatography;Chromatography;Graduate Education/Research;Computational Chemistry;Computer-Based Learning;Analytical Chemistry;Applications of Chemistry;Upper-Division Undergraduate,1
202101752.json,ARTS;SOCI,commodification of language;Thai;sign-genres;Germany;linguistic landscape;authenticity;restaurant signs;emplacement,4
202100840.json,PHAR,Atenolol;Oral dissolving film;HPMC E5;CMC-Na;Na-alginate,6
202103295.json,ECON;SOCI,Japan;China;Diaoyu Islands;regional security;Senkaku Islands,0
202103780.json,ENGI;CENG;MATE;MEDI,septic shock;continuous renal replacement therapy;haemofilter;oXiris,13
202102892.json,ENVI,Land use;Risk assessment;Urbanizing watersheds;Sedimentary metals;Multivariate statistical analysis,16
202101247.json,DENT;MEDI,microleakage;aged dentin;glass-ionomer cement;microshear bond strength,1
202101617.json,AGRI;VETE,Gut microbiome;Gut health;Lawsonia intracellularis;Pigs,5
202100905.json,MATE;CHEM,Fe-doped;Electronic structure;High pressure;CeO2;Phase transition,3
202102938.json,MEDI,Neurogenesis;Neurodevelopment;T lymphocyte;Mood disorders;Inflammation;Schizophrenia;Neuroprogression,0
202102191.json,MEDI,network meta-analysis;antidepressant;sudden cardiac death,5
202100456.json,MULT;BIOC;PHYS;CHEM,,228
202100006.json,BUSI,Logistics awareness;Logistics strategies;Firm size;Business management;Logistics management,0
202103503.json,HEAL;MEDI,continuous exercise;aerobic fitness;HIIT;public health;interval exercise,11
202101494.json,MEDI,,6
202103153.json,ENGI;NEUR;MEDI,EL-index;EEG;ScoreNet;Deep learning;seizure onset and offset detection,4
202102312.json,AGRI;BIOC;ENVI;IMMU,pig;microbiome;antimicrobial resistance genes;raised without antibiotics;whole-genome shotgun sequencing;pigs,8
202100285.json,AGRI;ENVI;EART,Lethal concentration;Microplastics;Acute toxicity;Accumulation;Mussel,12
202102742.json,MEDI,Peak forearm blood flow;Vascular function;Saturated fatty acid;Medium chain triglyceride;Virgin coconut oil,0
202102257.json,MEDI,robotic-assisted radical prostatectomy;penile rehabilitation;vacuum erectile device;Erectile dysfunction,1
202101882.json,MEDI,Decompression;Claudication;Unilateral;MIS-TLIF;Over-the-top,2
202100790.json,VETE,pododermatitis;molecular investigation;Thailand;cat;Anatrichosomaspp,0
202101928.json,BIOC;CHEM;CENG;ENGI;MATE,Clausena cambodiana;HPLC–DAD;Pancreatic cholesterol esterase;Bioassay-guided isolation;Pyranocarbazole alkaloid,2
202102607.json,AGRI,,4
202103446.json,DECI;BUSI,Economy;Management accounting practices;Manufacturing;Thailand;IFAC evolution model,0
202101181.json,AGRI;ENGI;MATE;MEDI,Fruit firmness;Pectin;Antioxidant activity;Shelf-life;Cell wall degrading enzyme,26
202103016.json,ENGI;SOCI,Student Involvement;Operational Implementation;Optional Standard;Standards: 2-12,1
202103283.json,COMP,Digital delegation application;Digital identity delegation;Thai National Digital Identity,0
202100856.json,MEDI,Deliberate practice;Phacoemulsification;Residency training;Cataract;CUSUM,0
202101744.json,IMMU;MEDI,systemic lupus erythematosus;renal ischemia reperfusion injury;neutrophil extracellular traps;Fcgr2b deficient mice;acute kidney injury,22
202103779.json,MEDI,,12
202101314.json,PHAR;BIOC;CHEM,Lipid bilayer;Guanidinyl tryptophan compounds;TGN4;Molecular dynamics simulation;Aβ monomer;Alzheimer’s disease,0
202103329.json,CENG,,0
202102492.json,MULT,Dextrose equivalent;Viscosity;Polymeric formula;Oral nutritional supplement;Tapioca-starch maltodextrin,0
202102168.json,MEDI,LT;immunosuppressive agents;dermatologic manifestation;HSCT,0
202100155.json,MULT,,8
202102538.json,MULT,,24
202100505.json,PHYS,,0
202100010.json,PHYS,,14
202100440.json,MULT,,4
202102187.json,BIOC;CHEM;PHAR,Undivided cell;Electroorganic synthesis;Mediator;Amide;Oxidative amidation,1
202100913.json,HEAL;MEDI,Foam pad;Functional performance;Postural equilibrium,6
202101601.json,MEDI,international;dialysis;risk;COVID-19;DOPPS,17
202101251.json,ENGI;ENVI;EART;SOCI,Damage potential criteria;Deep excavation;Thick sand layer,13
202102884.json,PHYS;MATE;CHEM,COVID-19;MD simulations;SARS-CoV-2 3CLpro;Peptidomimetic inhibitors,22
202103796.json,AGRI;BIOC;CHEM,α-glucosidase inhibitory activity;dilatatone;Parmotrema dilatatum;lichen,5
202100769.json,PHYS;MATH,Graph transitivity;Random geometry;Graph diameter;Boltzmann-Gibbs ensemble;Triangulations,3
202102754.json,BIOC,Orchidaceae;Bisbibenzyl;Dendrobium pachyglossum;Dendropachol;Antioxidant,20
202100293.json,ENGI,Repair;Shear;Steel fiber reinforced concrete;Finite element;Corrosion,11
202100339.json,MULT,,9
202102304.json,MULT,,18
202103145.json,ENGI;COMP;MATE,recommender systems;machine learning;Neural networks,3
202101178.json,AGRI;VETE,Conservation;Ethnoprimatology;Macaca leonina;Threatened;Animal exploitation;Wildlife trade,1
202101482.json,MEDI,oxidative and nitrosative stress;antioxidants;inflammation;Deficit schizophrenia;bacteria,9
202103515.json,MEDI,,0
202101528.json,PHYS,,6
202103000.json,MEDI,acne;picosecond laser;acne scar;Facial pores;laser,3
202101197.json,MEDI,Internal carotid artery;Sphenoid ridge;Optic nerve;Sphenoclinoidal meningioma;Anterior clinoid process,0
202103450.json,ENGI;EART,Finite element;Virtual force principle;Beam element;Nonlinear analysis;Flexibility based formulation;Winkler Pasternak foundation;Soil structure interaction,4
202102611.json,BIOC;CHEM,Oxidative stress;Biomarkers;Antioxidants;Atherogenicity;Inflammation;Unstable angina,9
202100786.json,ENVI,Resistance;Aquatic environment;Pig farm;Sea;Antibiotics,14
202101894.json,ENGI;MATE,force;dielectrophoresis;microfluidics;Biological cells;numerical simulation,0
202102241.json,CENG,Propane dehydrogenation;Pt catalyst;Indium;XANES;Tin,7
202100552.json,MEDI,melasma area and severity index;acupuncture–therapy;Thailand;dose–response;melasma,0
202102095.json,ENER;ENVI;SOCI,Sustainability;Maturity model;Thailand;Business incubator;Capability assessment,3
202100102.json,ECON,,6
202101343.json,MULT,Organisational agility;Absorptive capacity;Innovation performance;Open innovation,3
202102996.json,AGRI;ENGI,SDGs;Waste management;Causes and Sources;Generation;Waste characteristics;Food wastes,0
202103684.json,ENGI;MATE;CHEM,Water hyacinth;Carbon nanohorn;Arc in water;Carbonization;Hydrothermal,3
202100801.json,PHYS;CENG;CHEM,Self-assembly;Polydiacetylene;Co-solvent;Colorimetric sensors;Morphology,7
202101713.json,PHYS;MATE;CHEM,Coir;Reinforcement;Acidic medium;Tribological properties;Thermal properties,5
202101206.json,ECON,Global supply chains;Technology;Employment;Thailand;Skills,3
202103391.json,MATH,discrete valuation domain with finite residue field;Integer-valued polynomial;Lucas property,2
202102979.json,HEAL;MEDI,Probiotics;Microbiome;Obesity;Synbiotics;Energy metabolism;Prebiotics,0
202100944.json,MEDI,Pulmonary TB;Clinical outcome;Particulate system;DPI,11
202101656.json,ENGI,,2
202100417.json,MEDI;SOCI,,1
202102580.json,AGRI;ENVI,Thailand;ecological niche modeling;Leiolepis ocellata;phylogeography,3
202100047.json,ENER;ENGI;ENVI;BUSI,Bioethanol;Catalytic dehydration experiment;Process simulation;Diethyl ether;Techno-economic analysis,3
202101085.json,IMMU;MEDI,,56
202103542.json,VETE,Adipose tissue;Uncoupling protein 1;Mycoplasma pulmonis;Sendai virus;Brown adipose tissue,0
202103112.json,MEDI,Metabolic dysfunction-associated fatty liver disease;Nonalcoholic steatohepatitis;Pharmacological treatment;Nonalcoholic fatty liver disease,7
202100694.json,PHYS;BIOC;MATE,Wettability;Porous copper;Storage conditions;Electrodeposition,2
202101986.json,COMP;ENGI;PHYS,Resynchronization;Voltage-source inverter;Virtual synchronous generator;Converter control,2
202102353.json,AGRI,Dolichoderinae;Black fungi;Apocynaceae-Asclepiadoideae;Trebouxia;Trentepohliaceae;Myrmecophyte,2
202102703.json,MEDI,full-endoscopic decompression;endoscopic decompression;ossified ligamentum flavum;case series;minimally invasive spine surgery,3
202103811.json,AGRI;BIOC;CHEM,Clausena excavata;antioxidant;IC50;inhibition;α-glycosidase;pyrano coumarin,7
202102216.json,PHYS;MATE;CHEM,"2,2-Bis(hydroxymethyl)propionic acid;Apelblat model;λh model;NRTL model;Solubility;Dimethylolpropionic acid",6
202102646.json,PHYS;MATE;CHEM,Fe-doped CaCu3Ti4O12;Sol-gel;Low dielectric loss;Preferential orientations,9
202101969.json,COMP;ENGI;PHYS,Random Forest;Artificial Neuron Network;Course Bidding;Bid Allocation;Decision Tree,1
202100381.json,MULT,,20
202103407.json,PHYS,Lepton production;Hadron-Hadron scattering (experiments);Higgs physics,88
202103057.json,CENG;ENVI,Biodiesel;Oleaginous yeast;Steam explosion;Oil palm empty fruit bunch,2
202101590.json,MEDI;IMMU;PHAR,Adjuvant;Receptor-binding domain;Plant-based vaccine;SARS-CoV-2;COVID-19;Sub-unit vaccine,14
202103306.json,COMP;MATH,Rating conversion;Neural networks;Collaborative filtering;Recommender systems,0
202103756.json,CHEM,"adsorptive square wave anodic stripping voltammetry;copper ion;1,10-phenanthroline;Boron-doped diamond electrode;paper-based analytical device",11
202102844.json,BIOC,flavin;flavin-based electron bifurcation;ferredoxin;electron transfer flavoprotein;redox modulation;butyryl-CoA;butyryl-CoA dehydrogenase,14
202100879.json,CENG,Air diffusers;KLa coefficient;Bubble column reactor;Airlift reactor;Plastic media;Gas–liquid hydrodynamics,10
202101291.json,CHEM,Porphyrin cobalt(II) complex;Paper-based optode sensor;Naked-eye;Thiocyanate;Colorimetric detection,8
202102517.json,PHYS;ENGI,,7
202102147.json,ENER;CENG;CHEM,Fermentative microorganisms;Techno-economic analysis;Biohydrogen;Molecular approaches;Anaerobic bacteria,82
202100480.json,MULT,,26
202100195.json,MEDI,,5
202102452.json,ENER;ENGI;PHYS,ORB algorithm;FPGA;Feature detection and description;Image processing,7
202102002.json,PHYS;MATH,Non-equilibrium steady state;Degroot learning;Social learning;Broken detailed balance;Synchronization of opinions,1
202101784.json,ENGI;ENVI,"Layered double hydroxide;Chemical grafting;Bio-ethanol;1,3-Butadienel;Core-shell catalyst;Micro-emulsion",2
202100896.json,BIOC;MEDI,Decellularized liver scaffolds;3D in vitro model;TGFβ1;STAT3;EMT;Drug screening;Liver cancer;Regorafenib;SHP-1;Sorafenib;Liver fibrosis;E-cadherin,7
202103243.json,MEDI,Nd: YAG laser;Lichen amyloidosis;picosecond laser;primary localized cutaneous amyloidosis,0
