title,query_subject,subjects,keywords,cited_by
Deep Learning Model and its Application for the Diagnosis of Exudative Pharyngitis,PHAR,Unknown,None,0
Pathology of canine herpesvirus infection,PHAR,Unknown,None,0
Evaluation of the Mechanism of Sinomenii Caulis in Treating Ulcerative Colitis based on Network Pharmacology and Molecular Docking,PHAR,Unknown,None,0
"Solubility, the Main Concern for Poorly Water-soluble Drugs: Techniques and Alternatives",PHAR,Unknown,None,1
Current Status of Pharmacokinetic Research in Children: A Systematic Review of Clinical Trial Records,PHAR,Unknown,None,1
Affinity Prediction of Shikonins Towards Sirtuins and the Requisite Structural Motifs for the Selective Inhibition of SIRT2 and SIRT3,PHAR,Unknown,None,4
Rhinitis in the Elderly,PHAR,Unknown,None,0
Regional Variation in Pulmonary Arterial Hypertension in the United States: The Pulmonary Hypertension Association Registry,PHAR,Unknown,None,1
De novo assembly and comparative genome analysis for polyhydroxyalkanoates-producing Bacillus sp. BNPI-92 strain,PHAR,Unknown,None,1
"Bioplastic (poly-3-hydroxybutyrate)-producing Massilia endophytica sp. nov., isolated from Cannabis sativa L. ‘Cheungsam’",PHAR,Unknown,None,1
Loanword adaptation of Japanese consonants in Kavalan,PHAR,Unknown,None,0
Osteoporosis in men – the importance of hypogonadism,PHAR,Unknown,None,0
Disparities in the use of mental health services of adolescents in Chile,PHAR,Unknown,None,1
Standardization and Quality Control Analysis of a Polyherbal Antidiabetic Formulation,PHAR,Unknown,None,0
"Inflammatory signaling pathways in the treatment of Alzheimer's disease with inhibitors, natural products and metabolites (Review)",PHAR,Unknown,None,7
"SYNTHESIS, DOCKING STUDY AND ANTIMICROBIAL ACTIVITY EVALUATION OF PYRIDYL AMIDES OF THIENO[2,3-D]PYRIMIDINE-4-CARBOXYLIC ACID",PHAR,Unknown,None,0
Modeling and prediction of Chinese stock market volatility: Based on a new decomposition method,PHAR,Unknown,None,0
Interaction Study of Greenly Synthesized Silver Nanoparticles with Bovine Serum Albumin (BSA) Using Spectrophotometric and Voltammetric Assays,PHAR,Unknown,None,3
A Framework for Personalized Human Activity Recognition,PHAR,Unknown,None,1
Peer Instruction as an Alternative Active Learning Pedagogy Across the Pharmacy Curriculum,PHAR,Unknown,None,0
Agreement of cardiac output measurements by esophageal Doppler and transesophageal echocardiography with intermittent pulmonary artery thermodilution during pharmacologic manipulation of hemodynamics in anesthetized dogs,PHAR,Unknown,None,3
Genome-centric polyhydroxyalkanoate reconciliation reveals nutrient enriched growth dependent biosynthesis in Bacillus cereus IBA1,PHAR,Unknown,None,3
Precision Medicine as a New Frontier in Speech-Language Pathology: How Applying Insights From Behavior Genomics Can Improve Outcomes in Communication Disorders,PHAR,Unknown,None,2
Neuroscience-Based Nomenclature for Psychotropic Medication,PHAR,Unknown,None,1
TorchAmi: Generalized CPU/GPU implementation of algorithmic matsubara integration,PHYS,Unknown,None,0
Visualization analysis of research hotspots of artificial intelligence in field of spinal cord nerve injury and repair,PHYS,Unknown,None,1
Mass resolved angular distribution of fission products in <sup>12</sup>C+<sup>232</sup>Th reaction at sub-barrier energy,PHYS,Unknown,None,0
Multi-scale analysis of solute transport in hydrodynamic fluid flows through a porous channel with anisotropic permeability and boundary absorption,PHYS,Unknown,None,0
An improved version of PyWolf with multithread-based parallelism support,PHYS,Unknown,None,0
A new way to use nonlocal symmetries to determine first integrals of second-order nonlinear ordinary differential equations,PHYS,Unknown,None,0
Video-based heart rate estimation with spectrogram signal quality ranking and fusion,PHYS,Unknown,None,0
High-speed turbulent flows towards the exascale: STREAmS-2 porting and performance,PHYS,Unknown,None,0
"Comment on “Magnetic flux trapping in hydrogen-rich high-temperature superconductors” by V.S. Minkov, V. Ksenofontov, S.L. Bud'ko, E.F. Talantsev and M.I. Eremets, Nat. Phys. 19, 1293 (2023)",PHYS,Unknown,None,0
Interior Hölder regularity of the linearized Monge–Ampère equation,PHYS,Unknown,None,0
A three-dimensional Keller-Segel-Navier–Stokes system involving subquadratic logistic degradation: global generalized solutions and eventual smoothness,PHYS,Unknown,None,0
Energy barriers for boundary nucleation in a two-well model without gauge invariances,PHYS,Unknown,None,0
Wave effect of gravitational waves intersected with a microlens field II: An adaptive hierarchical tree algorithm and population study,PHYS,Unknown,None,1
Effective 1D-equation with a Lambert W function nonlinearity for cigar-shaped Bose–Einstein condensates,PHYS,Unknown,None,0
"Corrigendum to “Positron accumulation in the GBAR experiment” [Nucl. Inst. Method. Phys. Res. A 1040 (2022) 167263] (Nuclear Inst. and Methods in Physics Research, A (2022) 1040, (S0168900222006027), (10.1016/j.nima.2022.167263))",PHYS,Unknown,None,0
"Corrigendum to “The optimization of Palladium–Silver/Zirconia alloy catalyst structure for methane combustion” [J. Phys. Chem. Solid. 193 (2024) 112153] (Journal of Physics and Chemistry of Solids (2024) 193, (S0022369724002889), (10.1016/j.jpcs.2024.112153))",PHYS,Unknown,None,0
"Erratum to “Localization of peripheral reactions and sensitivity to the imaginary potential” [Nucl. Phys. A 1006 (2021) 122109] (Nuclear Physics, Section A (2021) 1006, (S0375947420304371), (10.1016/j.nuclphysa.2020.122109))",PHYS,Unknown,None,0
Green/WeakCoupling: Implementation of fully self-consistent finite-temperature many-body perturbation theory for molecules and solids,PHYS,Unknown,None,0
"Corrigendum to “Synthesis of CuO/MnAl2O4 nanocomposite as electrocatalysts for robust oxygen evolution reaction” [J. Phys. Chem. Solids Volume 193, October 2024, 112121] (Journal of Physics and Chemistry of Solids (2024) 193, (S0022369724002567), (10.1016/j.jpcs.2024.112121))",PHYS,Unknown,None,0
Strong-lensing cosmography using third-generation gravitational-wave detectors,PHYS,Unknown,None,0
Erratum: Stripe-yz magnetic order in the triangular-lattice antiferromagnet KCeS<inf>2</inf> (J. Phys.: Condens. Matter (2021) 33 (425802) DOI: 10.1088/1361-648X/ac15d6),PHYS,Unknown,None,0
Comment on ‘Resonant inelastic x-ray scattering from U<inf>3</inf>O<inf>8</inf> and UN’,PHYS,Unknown,None,0
Spin-S Decorated Honeycomb Kitaev Model with S ≥ 1,PHYS,Unknown,None,0
Corrigendum to “Trace preserving quantum dynamics using a novel reparametrization-neutral summation-by-parts difference operator” [J.Comput.Phys. 425 (2021) 109917](S0021999120306914)(10.1016/j.jcp.2020.109917),PHYS,Unknown,None,0
Spatially hybrid control of entanglement between atom and photon,PHYS,Unknown,None,0
How accurate can Kohn-Sham density functional be for both main-group and transition metal reactions,PHYS,Unknown,None,0
Structure and intermolecular interactions in ionic liquid 1-ethyl-3-methylimidazolium bromide and its aqueous solutions investigated by vibrational spectroscopy and quantum chemical computations,PHYS,Unknown,None,0
Chemo-elasto-electro free energy of non-uniform system in the diffuse interface context,PHYS,Unknown,None,0
Gauss-Bonnet AdS planar and spherical black hole thermodynamics and holography,PHYS,Unknown,None,0
Corrigendum: Social network heterogeneity benefits individuals at the expense of groups in the creation of innovation (J. Phys. Complex. (2022) 3 (045002) DOI: 10.1088/2632-072X/ac9447,PHYS,Unknown,None,0
Quasilinear theory: the lost ponderomotive effects and why they matter,PHYS,Unknown,None,0
Operators of quantum theory of Dirac's free field,PHYS,Unknown,None,0
MQMAS spectra of half-integer quadrupolar nuclei enhanced by indirect DNP,PHYS,Unknown,None,0
Retraction: Numerical study of heat and mass transfer for micropolar fluid flow due to two symmetrical stretchable disks Muhammad Amjad et al (Phys. Scr. (2023) 98 (105227) DOI: 10.1088/1402-4896/acf813),PHYS,Unknown,None,0
T-Duality with H-Flux for 2d σ-Models,PHYS,Unknown,None,0
On Semi-classical Limit of Spatially Homogeneous Quantum Boltzmann Equation: Asymptotic Expansion,PHYS,Unknown,None,0
Wormholes in Rastall Gravity and Nonvacuum Space-Time,PHYS,Unknown,None,0
The Boltzmann-Grad Limit of the Lorentz Gas in a Union of Lattices,PHYS,Unknown,None,0
3D WCSPH modelling of landslide-water dynamics during 1963 Vajont disaster,PHYS,Unknown,None,0
"Correction to: Effectiveness of physical therapy in axillary web syndrome after breast cancer: a systematic review and meta-analysis (Supportive Care in Cancer, (2023), 31, 5, (257), 10.1007/s00520-023-07666-x)",PHYS,Unknown,None,0
On the Stochastic Sine-Gordon Model: An Interacting Field Theory Approach,PHYS,Unknown,None,0
Concentration of Equilibria and Relative Instability in Disordered Non-Relaxational Dynamics,PHYS,Unknown,None,0
The Lp Estimate for the Gain Term of the Boltzmann Collision Operator and Its Application,PHYS,Unknown,None,0
Simulations of vertical displacement oscillatory modes and global Alfvén Eigenmodes in JET geometry,PHYS,Unknown,None,0
Extraction of two-magnon scattering and detection of inverse spin Hall effect up to 40GHz in low-damping Fe<inf>65</inf>Co<inf>35</inf>/Pt bilayer thin film,PHYS,Unknown,None,0
Radiofrequency sheath rectification on WEST: application of the sheath-equivalent dielectric layer technique in tokamak geometry,PHYS,Unknown,None,0
Multi-channel machine learning based nonlocal kinetic energy density functional for semiconductors,PHYS,Unknown,None,0
"Decoupling by Local Random Unitaries without Simultaneous Smoothing, and Applications to Multi-user Quantum Information Tasks",PHYS,Unknown,None,0
Quantisation via Branes and Minimal Resolution,PHYS,Unknown,None,0
A kinetic and mechanistic study of the self-reaction between two propargyl radicals,PHYS,Unknown,None,0
Pedestal dynamics and turbulence in H-mode density ramp-up experiment on EAST,PHYS,Unknown,None,0
"Low-energy (0-9 eV) electron interaction with gas phase 1,3-dichlorobenzene: an experimental and theoretical study",PHYS,Unknown,None,0
"Phase transition analysis of the Potts-SOS model with spin set {−1,0,+1} on the Cayley tree",PHYS,Unknown,None,1
A comprehensive comparison of deep learning-based compound-target interaction prediction models to unveil guiding design principles,PHYS,Unknown,None,0
"Erratum to “Black holes, warp drives, and energy conditions” [Phys. Lett. B 856 (2024) 138910] (Physics Letters B (2024) 856, (S0370269324004684), (10.1016/j.physletb.2024.138910))",PHYS,Unknown,None,0
Power handling in a highly-radiative negative triangularity pilot plant,PHYS,Unknown,None,1
Finite element methods for the stretching and bending of thin structures with folding,PHYS,Unknown,None,0
"Publisher Correction: Overcoming the coherence time barrier in quantum machine learning on temporal data (Nature Communications, (2024), 15, 1, (7491), 10.1038/s41467-024-51162-7)",PHYS,Unknown,None,0
Erratum: Threshold voltage instability in III-nitride heterostructure metal–insulator–semiconductor high-electron-mobility transistors: Characterization and interface engineering (Appl. Phys. Rev. (2024) 11 (021325) DOI: 10.1063/5.0179376),PHYS,Unknown,None,0
Invariant regimes of Spencer scaling law for magnetic compression of rotating FRC plasma,PHYS,Unknown,None,0
A Particle Method for the Multispecies Landau Equation,PHYS,Unknown,None,0
First experimental confirmation of island SOL geometry effects in a high radiation regime on W7-X,PHYS,Unknown,None,0
"Correction to: Keep it secret, keep it safe: teaching quantum key distribution in high school (EPJ Quantum Technology, (2024), 11, 1, (64), 10.1140/epjqt/s40507-024-00276-4)",PHYS,Unknown,None,0
Derived deformation theory of crepant curves,PHYS,Unknown,None,0
Comments on: “Low temperature engineering feasibility of high reflective Ag–Sn films from experimental and thermodynamic views” [Mater. Phys. Chem. 254 (2020) 123490],PHYS,Unknown,None,0
First results of a newly built hard x-ray/soft gamma spectrometer imaging system: on the aspect of plasma disruptions,PHYS,Unknown,None,0
Examination of physical activity and life quality levels of university students based on the analysis of the WHOQOL-BREF indicators,PHYS,Unknown,None,0
Self-consistent modelling of radio frequency sheath in 3D with realistic ICRF antennas,PHYS,Unknown,None,0
Two-proton emission within a deformed Yukawa-plus-exponential model,PHYS,Unknown,None,0
